Year,Annual Average CPI(-U),Annual Percent Change,index,title,genre,budget,revenue,release_date,runtime,director,meta_mixed,meta_negative,meta_positive,metascore,user_mixed,user_negative,user_positive,userscore,release_year,Poster_URL
1995,152.4,0.028,1847,Mortal Kombat,Action,18000000,122195920,8/18/1995,101,Paul W.S. Anderson,7,0,5,58,40,12,258,8.4,1995,https://image.tmdb.org/t/p/w500/aVotlc03uy62YJUFGxlQUF7FZXV.jpg
2004,188.9,0.027,1848,White Chicks,Comedy,37000000,113086475,6/23/2004,109,Keenen Ivory Wayans,13,11,7,41,28,33,76,6.3,2004,https://image.tmdb.org/t/p/w500/aHTUpo45qy9QYIOnVITGGqLoVcA.jpg
2013,233,0.015,1850,12 Years a Slave,Drama,20000000,187000000,10/18/2013,134,Steve McQueen,1,0,56,96,107,109,1221,8.1,2013,https://image.tmdb.org/t/p/w500/xdANQijuNrJaw1HA61rDccME4Tm.jpg
2002,179.9,0.016,1851,Drumline,Drama,20000000,57588485,12/13/2002,118,Charles Stone III,4,3,21,63,4,3,8,6.2,2002,https://image.tmdb.org/t/p/w500/zl7gdxYqKdFCioPT3DAkZR5DDUP.jpg
2010,218.1,0.016,1852,Why Did I Get Married Too?,Comedy,20000000,60072596,4/2/2010,121,Tyler Perry,10,2,2,43,4,11,23,6.4,2010,https://image.tmdb.org/t/p/w500/gbSqG5ur1ipvs6WvGdQvc6Bt2K4.jpg
1990,130.7,0.054,1853,Edward Scissorhands,Fantasy,20000000,53000000,12/5/1990,105,Tim Burton,4,1,14,74,28,19,474,8.8,1990,https://image.tmdb.org/t/p/w500/8ORrLacBT3pKbU5gpsqPBvsS0sD.jpg
2016,240,0.013,1854,Me Before You,Drama,20000000,207945075,6/2/2016,110,Thea Sharrock,13,5,18,51,51,34,139,6.7,2016,https://image.tmdb.org/t/p/w500/Ia3dzj5LnCj1ZBdlVeJrbKJQxG.jpg
2016,240,0.013,1856,Bad Moms,Comedy,20000000,183936074,7/28/2016,100,Jon Lucas,14,2,18,60,68,48,71,5.2,2016,https://image.tmdb.org/t/p/w500/9PaIkUnfOcU1wi5cFbamnmAkjEs.jpg
2006,201.6,0.032,1857,Date Movie,Comedy,20000000,48548426,2/17/2006,83,Jason Friedberg,0,17,1,11,18,163,54,2.9,2006,https://image.tmdb.org/t/p/w500/xjLK0EmD0MAM7B049SRCUQaqkdL.jpg
2002,179.9,0.016,1858,Return to Never Land,Adventure,20000000,109862682,2/14/2002,72,Robin Budd,14,5,7,49,8,4,12,6.3,2002,https://image.tmdb.org/t/p/w500/wB3r2b8sxUZspqNyr8copMlt7se.jpg
2014,236.7,0.016,1859,Selma,History,20000000,66787908,12/25/2014,127,Ava DuVernay,1,0,50,88,53,52,320,7.2,2014,https://image.tmdb.org/t/p/w500/wq4lhMc4BuOyQqe1ZGzhxLyy3Uk.jpg
2003,184,0.023,1860,The Jungle Book 2,Family,20000000,135680000,2/7/2003,72,Steve Trenbirth,14,7,3,38,14,14,6,4.4,2003,https://image.tmdb.org/t/p/w500/21GanxizOIL1CN0HLx7j3je8k87.jpg
2005,195.3,0.034,1861,Boogeyman,Thriller,20000000,67192859,2/4/2005,89,Stephen T. Kay,6,11,2,32,12,86,46,3.8,2005,https://image.tmdb.org/t/p/w500/5KffN0UcuAKJdUAcOvZ21OrqXc8.jpg
2000,172.2,0.034,1863,The Tigger Movie,Animation,30000000,45554533,2/11/2000,77,Jun Falkenstein,11,0,12,53,2,3,15,6.9,2000,https://image.tmdb.org/t/p/w500/9OdZKUdGfaBAUwRLbtWpFWKbILO.jpg
2009,214.5,-0.004,1864,Orphan,Horror,20000000,41596251,7/24/2009,123,Jaume Collet-Serra,11,7,7,42,40,21,460,8.8,2009,https://image.tmdb.org/t/p/w500/lCGpOgoTOGLtZnBiGY9HRg5Xnjd.jpg
2015,237,0.001,1865,Max,Adventure,20000000,43967255,6/26/2015,111,Boaz Yakin,14,3,8,47,13,6,24,6.1,2015,https://image.tmdb.org/t/p/w500/d3ACos3t4YwXML8keTA0wKN8e36.jpg
2007,207.3,0.029,1866,Epic Movie,Action,20000000,86865564,1/25/2007,86,Jason Friedberg,2,14,1,17,19,256,53,2.2,2007,https://image.tmdb.org/t/p/w500/l0lGJiTzU2Ce6T31DIRWv7I0kaC.jpg
2015,237,0.001,1867,Spotlight,Drama,20000000,88346473,11/6/2015,128,Tom McCarthy,2,0,43,93,52,48,791,8.1,2015,https://image.tmdb.org/t/p/w500/gWkgMnIsd8Od7iyhEEKL5G4Qq6J.jpg
2008,215.3,0.038,1868,Lakeview Terrace,Drama,20000000,27640028,9/19/2008,110,Neil LaBute,18,4,7,47,26,48,49,4.9,2008,https://image.tmdb.org/t/p/w500/2ThsS74hopBz0RveLgOWiwrMfE8.jpg
2006,201.6,0.032,1869,The Grudge 2,Horror,20000000,39143839,10/13/2006,102,Takashi Shimizu,11,5,0,33,29,27,39,5.6,2006,https://image.tmdb.org/t/p/w500/6fWhibnDKEJvDEz33CuNyl4FQgj.jpg
1998,163,0.016,1870,How Stella Got Her Groove Back,Comedy,20000000,37672350,8/14/1998,124,Kevin Rodney Sullivan,15,0,8,56,0,1,4,7.8,1998,https://image.tmdb.org/t/p/w500/5h7x6EkAyoOdk38UOPV2eZI7GzU.jpg
2006,201.6,0.032,1871,Man of the Year,Comedy,20000000,41237648,10/9/2006,115,Barry Levinson,17,9,4,39,20,23,25,5.1,2006,https://image.tmdb.org/t/p/w500/s1etp9ZqcRqZVfonrdFJbQ6mgk9.jpg
1997,160.5,0.023,1874,Selena,Drama,20000000,60000000,3/21/1997,127,Gregory Nava,7,0,10,67,4,1,28,8.7,1997,https://image.tmdb.org/t/p/w500/j8xX3yBAFOayfSaImgLZPnAcdWz.jpg
2010,218.1,0.016,1875,Vampires Suck,Horror,20000000,80547866,8/18/2010,82,Jason Friedberg,4,13,0,18,20,120,32,2.9,2010,https://image.tmdb.org/t/p/w500/ksPKfoXovAiFnBktkCBefsRQ8a1.jpg
2014,236.7,0.016,1877,This Is Where I Leave You,Drama,19800000,41296320,9/10/2014,103,Shawn Levy,20,10,9,44,35,7,46,6.5,2014,https://image.tmdb.org/t/p/w500/rVUI2267FdetVWz9UBQbqTmRVhQ.jpg
2004,188.9,0.027,1879,Team America: World Police,Music,32000000,50907422,10/10/2004,98,Trey Parker,11,2,25,64,21,24,142,7.5,2004,https://image.tmdb.org/t/p/w500/hxQ67nOctKpUxKlghbHvZqcDETJ.jpg
2013,233,0.015,1880,Texas Chainsaw 3D,Horror,20000000,47241945,1/3/2013,92,John Luessenhop,9,8,0,31,56,72,50,4.6,2013,https://image.tmdb.org/t/p/w500/qaPvvHP1kKlQaUAXQZQAWitqBOT.jpg
2013,233,0.015,1881,Scary Movie 5,Comedy,20000000,78378744,4/11/2013,86,Malcolm D. Lee,0,16,0,11,51,269,64,2.7,2013,https://image.tmdb.org/t/p/w500/vBqLLxE6GaAPhO6v9EFvFbLZ7Ap.jpg
2008,215.3,0.038,1883,Milk,History,20000000,54586584,11/26/2008,128,Gus Van Sant,1,0,38,84,35,42,265,7.6,2008,https://image.tmdb.org/t/p/w500/ot4ImF4b7QbS6XsTdMH3pWxNmX2.jpg
2016,240,0.013,1884,Risen,Action,20000000,46069568,2/19/2016,107,Kevin Reynolds,13,5,10,51,23,10,46,6.9,2016,https://image.tmdb.org/t/p/w500/6hGh4z503k8wA8mLlmvwhTSGja.jpg
2002,179.9,0.016,1885,Ghost Ship,Horror,35000000,68349884,10/25/2002,91,Steve Beck,8,17,0,28,36,38,41,4.9,2002,https://image.tmdb.org/t/p/w500/qT9jhRnf67dmMNpX2FmNPMeuW57.jpg
2011,224.9,0.032,1886,A Very Harold & Kumar Christmas,Comedy,19000000,35387212,11/4/2011,108,Todd Strauss-Schulson,9,4,16,61,40,15,106,7,2011,https://image.tmdb.org/t/p/w500/cncxLilRHKayn8VKhzjAMHkbN4f.jpg
1998,163,0.016,1887,Wild Things,Crime,20000000,67200000,3/20/1998,108,John McNaughton,6,5,9,52,23,3,88,8.6,1998,https://image.tmdb.org/t/p/w500/aaicreJBf7EuwGq3GgUV5ZedlfF.jpg
2000,172.2,0.034,1889,High Fidelity,Comedy,30000000,47126295,3/17/2000,113,Stephen Frears,4,0,31,79,7,7,136,8.6,2000,https://image.tmdb.org/t/p/w500/e2LZGB62GMhv3Fo8tDZjY87I81a.jpg
2004,188.9,0.027,1891,Eternal Sunshine of the Spotless Mind,Science,20000000,72258126,3/19/2004,108,Michel Gondry,1,0,40,89,36,29,907,8.9,2004,https://image.tmdb.org/t/p/w500/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg
2010,218.1,0.016,1892,You Again,Comedy,20000000,32005248,9/24/2010,105,Andy Fickman,10,14,1,28,24,27,37,5.6,2010,https://image.tmdb.org/t/p/w500/9qI5JE6yjmtakTankuDOMZ1vgEx.jpg
2008,215.3,0.038,1893,Street Kings,Action,20000000,65569869,4/10/2008,109,David Ayer,14,2,12,55,23,6,66,7.3,2008,https://image.tmdb.org/t/p/w500/csXyZ1BsDBlH0PXkOFWxggEf9WF.jpg
2010,218.1,0.016,1896,She's Out of My League,Comedy,20000000,49779728,3/11/2010,104,Jim Field Smith,12,7,10,46,40,13,69,6.6,2010,https://image.tmdb.org/t/p/w500/wTy3rtmbgJkClR492q6FBbtdeMb.jpg
2011,224.9,0.032,1897,Monte Carlo,Adventure,20000000,17425000,7/1/2011,109,Thomas Bezucha,15,4,4,43,19,12,50,7.2,2011,https://image.tmdb.org/t/p/w500/dcbqyycrWA56HXq5lm41HYuED8Y.jpg
2006,201.6,0.032,1898,Stay Alive,Horror,9000000,27105095,3/24/2006,100,William Brent Bell,6,11,0,24,19,49,51,5.2,2006,https://image.tmdb.org/t/p/w500/hsSJwroE7jugEROB8tmyxJP91Ho.jpg
2010,218.1,0.016,1899,Alpha and Omega,Family,20000000,39300000,9/17/2010,88,Ben Gluck,9,6,0,36,14,22,31,5.5,2010,https://image.tmdb.org/t/p/w500/7YVyH5sS6kLQRsSDF5dhhR0BWeh.jpg
2006,201.6,0.032,1900,The Covenant,Action,20000000,37597471,9/8/2006,97,Renny Harlin,1,14,1,19,18,51,77,6,2006,https://image.tmdb.org/t/p/w500/nx4rYyGsLKN2Dx5IpGzw1SMZ9PO.jpg
2009,214.5,-0.004,1901,Shorts,Comedy,40000000,28972508,8/21/2009,89,Robert Rodriguez,11,2,9,53,10,16,12,4.6,2009,https://image.tmdb.org/t/p/w500/bKnQostymQJY6l3nrdQZ4iIhLSk.jpg
2016,240,0.013,1903,Nerve,Mystery,20000000,83707310,7/27/2016,96,Henry Joost,15,0,18,58,78,18,127,6.7,2016,https://image.tmdb.org/t/p/w500/qmSpHC0CSNyNll9WhlwWYuwoQ28.jpg
2008,215.3,0.038,1904,Appaloosa,Drama,20000000,20211394,9/12/2008,115,Ed Harris,6,1,25,64,24,23,49,5.9,2008,https://image.tmdb.org/t/p/w500/qLLUC8QaNx4BK1Vuf7XqSyd8icX.jpg
2008,215.3,0.038,1906,My Best Friend's Girl,Romance,20000000,36620508,9/19/2008,101,Howard Deutch,3,9,1,34,10,20,55,7,2008,https://image.tmdb.org/t/p/w500/4Zn149rIsfIwBZZwIwuryRzVbon.jpg
2014,236.7,0.016,1907,Endless Love,Drama,20000000,34077920,2/12/2014,103,Shana Feste,11,19,2,30,9,24,17,4.3,2014,https://image.tmdb.org/t/p/w500/z7FZP6uivgVc4t0mnmia0B8YygW.jpg
1998,163,0.016,1910,Simon Birch,Comedy,20000000,18253415,9/11/1998,114,Mark Steven Johnson,11,7,5,39,3,2,11,7.2,1998,https://image.tmdb.org/t/p/w500/vRJcV9l3tLFoUWZel9RikS3nfJ6.jpg
2007,207.3,0.029,1911,Reign Over Me,Drama,20000000,22222308,3/23/2007,124,Mike Binder,14,1,18,61,17,15,207,8.7,2007,https://image.tmdb.org/t/p/w500/b5EtDvwj2gdG1qMBLijamlLfJLB.jpg
2007,207.3,0.029,1912,Into the Wild,Adventure,15000000,56255142,9/11/2007,148,Sean Penn,8,0,30,73,39,32,356,8.1,2007,https://image.tmdb.org/t/p/w500/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg
2006,201.6,0.032,1913,School for Scoundrels,Comedy,20000000,17807569,9/29/2006,100,Todd Phillips,14,9,5,44,10,10,56,8,2006,https://image.tmdb.org/t/p/w500/6SPeiQfuECcdQeKUh4ahMjtW0tZ.jpg
2012,229.6,0.021,1914,Silent Hill: Revelation 3D,Thriller,20000000,52302796,10/10/2012,94,Michael J. Bassett,1,13,0,16,102,165,135,4.8,2012,https://image.tmdb.org/t/p/w500/xBC7bHZ5UglTw4LMd2lTSgXvQXl.jpg
1996,156.9,0.029,1915,From Dusk Till Dawn,Horror,19000000,25836616,1/19/1996,108,Robert Rodriguez,6,3,6,48,50,10,336,8.6,1996,https://image.tmdb.org/t/p/w500/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg
2003,184,0.023,1920,A Guy Thing,Comedy,20000000,17432163,1/17/2003,101,Chris Koch,8,18,3,27,8,13,18,6,2003,https://image.tmdb.org/t/p/w500/lpv86hQftikE2ecb1OPYFFMr98r.jpg
2009,214.5,-0.004,1921,Capitalism: A Love Story,Documentary,20000000,17436509,9/6/2009,120,Michael Moore,9,3,24,61,13,45,124,6.7,2009,https://image.tmdb.org/t/p/w500/zJBkIPakBXdu3cEgGqKCPHUNXVE.jpg
2008,215.3,0.038,1924,Disaster Movie,Action,25000000,14109284,8/29/2008,87,Jason Friedberg,2,10,0,15,8,278,34,1.4,2008,https://image.tmdb.org/t/p/w500/3J8XKUfhJiNzwobUZVtizXYPe8b.jpg
2009,214.5,-0.004,1925,Armored,Action,20000000,22942221,12/4/2009,88,Nimród Antal,10,1,2,50,15,12,45,7.3,2009,https://image.tmdb.org/t/p/w500/oQrAXGkBy84FyGpWrY71ptqs7zD.jpg
2011,224.9,0.032,1927,What's Your Number?,Comedy,20000000,30426096,9/30/2011,106,Mark Mylod,17,11,3,35,32,15,21,5.4,2011,https://image.tmdb.org/t/p/w500/eqn3UeXMY9W1Ow3jIZ6COqbjUWX.jpg
2012,229.6,0.021,1928,Lockout,Action,20000000,32204030,4/12/2012,95,Stephen St. Leger,16,6,10,48,83,21,206,7.8,2012,https://image.tmdb.org/t/p/w500/i5QfNIcg6hc327IWUerea0EczP4.jpg
2009,214.5,-0.004,1929,Crank: High Voltage,Action,20000000,34560577,4/16/2009,96,Brian Taylor,5,6,4,41,48,38,120,6.6,2009,https://image.tmdb.org/t/p/w500/tzTC4EEvF0OPL63frEiogxL2T8M.jpg
2006,201.6,0.032,1930,One Night with the King,Drama,20000000,13391174,10/13/2006,123,Michael O. Sajbel,4,2,2,38,6,9,49,8,2006,https://image.tmdb.org/t/p/w500/9ejzABqu2bqjuqSSUk5OwPAnedZ.jpg
2002,179.9,0.016,1931,The Quiet American,Drama,30000000,27674124,11/22/2002,101,Phillip Noyce,1,1,37,84,1,3,49,8.7,2002,https://image.tmdb.org/t/p/w500/eaSU6IiBWq8mS1KZqHhRhhJ1NeN.jpg
2005,195.3,0.034,1932,The Weather Man,Comedy,20000000,12482775,10/20/2005,101,Gore Verbinski,14,3,20,61,13,9,153,8.8,2005,https://image.tmdb.org/t/p/w500/oQilVzOxLPxvBn9hAuvGpKTpONM.jpg
2009,214.5,-0.004,1934,12 Rounds,Action,20000000,17280326,3/19/2009,108,Renny Harlin,5,7,1,38,35,27,20,4.9,2009,https://image.tmdb.org/t/p/w500/7k7qhrO57sVoBLrNo5HYoTp24sT.jpg
2010,218.1,0.016,1935,Let Me In,Drama,20000000,24145613,10/1/2010,116,Matt Reeves,3,0,32,79,39,16,410,8.5,2010,https://image.tmdb.org/t/p/w500/3b5gD5vNmf7Vafj2MN8uMA8r0qu.jpg
2016,240,0.013,1936,Triple 9,Action,20000000,12639297,2/19/2016,115,John Hillcoat,20,6,15,52,52,15,63,6.3,2016,https://image.tmdb.org/t/p/w500/hMW4p1CBF8Q94PqQk8b2EyT4IJk.jpg
2015,237,0.001,1938,Burnt,Drama,20000000,36606743,10/2/2015,100,John Wells,20,5,3,42,38,13,47,6,2015,https://image.tmdb.org/t/p/w500/ab4zZPuCqtDl5o71uYOAk37xGvK.jpg
2007,207.3,0.029,1939,Death Sentence,Action,20000000,16974459,8/31/2007,105,James Wan,10,11,3,36,14,13,131,8.5,2007,https://image.tmdb.org/t/p/w500/3rdEAMh4a3pc7GO6fSkJwpt7BWX.jpg
2007,207.3,0.029,1940,Code Name: The Cleaner,Action,20000000,10337477,1/5/2007,84,Les Mayfield,11,7,0,33,9,10,5,4.5,2007,https://image.tmdb.org/t/p/w500/wSQkv51ygnds56lylNavYJzLmNZ.jpg
2004,188.9,0.027,1941,Connie and Carla,Comedy,20000000,11341016,4/16/2004,98,Michael Lembeck,16,6,8,44,4,1,6,6.8,2004,https://image.tmdb.org/t/p/w500/mR0K8S5s2c5uxpcevnVam17HFrh.jpg
2014,236.7,0.016,1943,Inherent Vice,Comedy,20000000,11110975,12/25/2014,148,Paul Thomas Anderson,3,1,39,81,67,47,284,7.4,2014,https://image.tmdb.org/t/p/w500/hyan5Uc0lGpPuad94DM1pLxneiP.jpg
2013,233,0.015,1944,Battle of the Year,Music,20000000,16549477,9/21/2013,110,Benson Lee,10,11,0,29,5,20,7,3.1,2013,https://image.tmdb.org/t/p/w500/klOquwqD8LtTvm9pWc1vJH143Zb.jpg
2008,215.3,0.038,1945,An American Carol,Comedy,20000000,7000000,10/3/2008,83,David Zucker,5,7,0,20,10,92,126,5.6,2008,https://image.tmdb.org/t/p/w500/uEDdzt1ZTB1BRo95gMkBytl0NqM.jpg
2015,237,0.001,1947,Little Boy,Comedy,20000000,6420319,4/23/2015,106,Alejandro Monteverde,8,13,3,30,9,15,33,6.3,2015,https://image.tmdb.org/t/p/w500/lAU9pgq3niI6sFemcKm4FGGmrnW.jpg
2005,195.3,0.034,1950,Alone in the Dark,Action,20000000,10442808,1/28/2005,96,Uwe Boll,1,24,0,9,7,192,28,1.6,2005,https://image.tmdb.org/t/p/w500/bSxrbVCyWW077zhtpuYlo3zgyug.jpg
2009,214.5,-0.004,1951,Bandslam,Comedy,20000000,5210988,8/6/2009,111,Todd Graff,4,0,16,66,7,9,28,6.6,2009,https://image.tmdb.org/t/p/w500/z654TmQygFasbyi52vwHv8fWxoi.jpg
2014,236.7,0.016,1952,A Most Violent Year,Crime,20000000,12007070,12/30/2014,125,J.C. Chandor,6,0,38,79,38,19,139,7.1,2014,https://image.tmdb.org/t/p/w500/j0fmC8xFw6cuiREcSajob0MTD6K.jpg
2003,184,0.023,1958,Marci X,Comedy,20000000,1675706,8/22/2003,84,Richard Benjamin,2,14,1,20,1,4,47,9.1,2003,https://image.tmdb.org/t/p/w500/8gDhnXFVARqa5F2sCZdelDhiVjc.jpg
2002,179.9,0.016,1959,Equilibrium,Action,20000000,5359645,12/6/2002,107,Kurt Wimmer,8,10,4,33,32,28,386,8.4,2002,https://image.tmdb.org/t/p/w500/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg
2015,237,0.001,1961,By the Sea,Drama,10000000,3727746,11/12/2015,122,Angelina Jolie,15,11,9,44,22,17,24,5.6,2015,https://image.tmdb.org/t/p/w500/oEyeG4UyAQvYIJiFpUV57Q3PTDp.jpg
2010,218.1,0.016,1964,The Tempest,Drama,20000000,346594,12/10/2010,110,Julie Taymor,16,6,6,43,9,3,7,6.4,2010,https://image.tmdb.org/t/p/w500/9xnDtCsEoaooYYwmqrB2PBFVPag.jpg
1990,130.7,0.054,1966,Dances with Wolves,Adventure,22000000,424208848,11/9/1990,181,Kevin Costner,4,1,15,72,9,4,173,8.6,1990,https://image.tmdb.org/t/p/w500/cvaBVpS0GzKqBd63pFT8f1E8OKv.jpg
1989,124,0.048,1968,Sea of Love,Drama,19000000,110879513,9/15/1989,113,Harold Becker,4,0,14,66,1,0,6,7.6,1989,https://image.tmdb.org/t/p/w500/vJ88WmJ12eAK9CRb3cggn9CJthH.jpg
2004,188.9,0.027,1969,A Cinderella Story,Comedy,19000000,70067909,7/10/2004,95,Mark Rosman,9,21,0,25,22,30,72,6.6,2004,https://image.tmdb.org/t/p/w500/3d6Nu5c7BSo5BrH2xE1pnj3yNrc.jpg
1996,156.9,0.029,1970,Scream,Crime,14000000,173046663,12/20/1996,111,Wes Craven,7,2,16,65,26,21,571,8.8,1996,https://image.tmdb.org/t/p/w500/aXAByjBN8UhaYvotqRCwa5MsMGu.jpg
1980,82.4,0.135,1971,The Shining,Horror,19000000,44017374,5/22/1980,144,Stanley Kubrick,8,2,16,66,41,15,744,8.8,1980,https://image.tmdb.org/t/p/w500/xazWoLealQwEgqZ89MLZklLZD3k.jpg
1985,107.6,0.035,1972,Back to the Future,Adventure,19000000,381109762,7/3/1985,116,Robert Zemeckis,1,0,25,87,22,12,654,9,1985,https://image.tmdb.org/t/p/w500/fNOH9f1aA7XRTzl1sAOx9iF553Q.jpg
1999,166.6,0.022,1973,House on Haunted Hill,Horror,19000000,40846082,10/29/1999,93,William Malone,6,10,1,28,12,290,36,1.4,1999,https://image.tmdb.org/t/p/w500/weiGTsZqBglKxkIn5xj1nEjxn81.jpg
2003,184,0.023,1975,Just Married,Comedy,18000000,101564935,1/9/2003,95,Shawn Levy,12,14,1,28,10,11,16,5.6,2003,https://image.tmdb.org/t/p/w500/FRqnYDjbstsCgLSJJ3SifOh2ca.jpg
2010,218.1,0.016,1977,The Crazies,Mystery,20000000,54956140,2/26/2010,101,Breck Eisner,13,3,14,55,54,11,116,7.1,2010,https://image.tmdb.org/t/p/w500/ggtG9DZELyTtM2Y0DRJDOJa5iP8.jpg
2008,215.3,0.038,1980,Sex Drive,Comedy,19000000,18755936,10/16/2008,109,Sean Anders,16,2,6,49,18,6,46,7.2,2008,https://image.tmdb.org/t/p/w500/pKaFgIpPtkiYTEqytKPaHzlz4Tn.jpg
2010,218.1,0.016,1981,Leap Year,Romance,19000000,29922472,1/8/2010,100,Anand Tucker,14,13,3,33,22,14,35,6,2010,https://image.tmdb.org/t/p/w500/i86hMi5iEF3WnYLCaGHdT5FPdYg.jpg
2011,224.9,0.032,1983,Take Me Home Tonight,Comedy,19000000,6928068,3/4/2011,97,Michael Dowse,15,8,5,42,24,7,29,6.2,2011,https://image.tmdb.org/t/p/w500/nInduPOusI1alDIC0UttFjDIKsO.jpg
2005,195.3,0.034,1985,The Amityville Horror,Horror,19000000,108047131,4/15/2005,90,Andrew Douglas,15,13,3,33,36,25,155,8,2005,https://image.tmdb.org/t/p/w500/4QK3JsMlA5uLZzSsh2Ld4kiQFPs.jpg
2002,179.9,0.016,1986,Adaptation.,Comedy,19000000,32801173,12/6/2002,114,Spike Jonze,2,2,36,83,22,12,195,8.1,2002,https://image.tmdb.org/t/p/w500/ffEmHQAiD0m5dEQ6rlsuA9vlllW.jpg
2005,195.3,0.034,1987,Land of the Dead,Horror,15000000,46770602,6/24/2005,93,George A. Romero,7,0,23,71,28,80,83,4.8,2005,https://image.tmdb.org/t/p/w500/q7tLETjCPu2gNO5vR9esXEd6Mil.jpg
1998,163,0.016,1988,Fear and Loathing in Las Vegas,Adventure,18500000,10680275,5/22/1998,118,Terry Gilliam,8,7,4,41,35,21,169,7.7,1998,https://image.tmdb.org/t/p/w500/tisNLcMkxryU2zxhi0PiyDFqhm0.jpg
2014,236.7,0.016,1990,Neighbors,Comedy,18000000,268157400,5/8/2014,96,Nicholas Stoller,11,1,33,68,141,62,243,6.3,2014,https://image.tmdb.org/t/p/w500/dyO9BQ4M4flTOAzP79rmsz61yAT.jpg
1994,148.2,0.026,1991,The Mask,Romance,23000000,351583407,7/29/1994,101,Chuck Russell,5,1,6,56,44,26,154,7,1994,https://image.tmdb.org/t/p/w500/xbbXp9px4o8Oe7IbGd0yIbla8mZ.jpg
1988,118.3,0.041,1992,Big,Fantasy,18000000,151668774,6/3/1988,104,Penny Marshall,1,1,18,73,8,1,108,8.3,1988,https://image.tmdb.org/t/p/w500/eWhCDJiwxvx3YXkAFRiHjimnF0j.jpg
2006,201.6,0.032,1993,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Comedy,18000000,261572744,11/1/2006,82,Larry Charles,2,0,36,89,109,207,822,7.3,2006,https://image.tmdb.org/t/p/w500/bCCy3UcJyf1YIECgR2F4BQUgzvG.jpg
2001,177.1,0.028,1994,Legally Blonde,Comedy,18000000,141774679,7/13/2001,96,Robert Luketic,14,0,18,59,27,10,70,7,2001,https://image.tmdb.org/t/p/w500/9ohlMrJHQqKhfUKh7Zr3JQqHNLZ.jpg
2005,195.3,0.034,1996,The Exorcism of Emily Rose,Crime,19000000,144216468,9/9/2005,122,Scott Derrickson,16,7,9,46,30,17,94,6.7,2005,https://image.tmdb.org/t/p/w500/qMN0HIP34f736kkQcfvTfmL9TP3.jpg
1999,166.6,0.022,1997,Deuce Bigalow: Male Gigolo,Comedy,17000000,65535067,12/10/1999,88,Mike Mitchell,6,15,5,30,24,38,38,4.9,1999,https://image.tmdb.org/t/p/w500/w0UKAcY4fAPuQW2GhAoIMwutIA5.jpg
2014,236.7,0.016,1998,Left Behind,Thriller,16000000,19682924,10/3/2014,110,Vic Armstrong,1,24,0,12,15,125,32,2.6,2014,https://image.tmdb.org/t/p/w500/b9Q2WR62yB5Aq0hd6kyRFS9cc3Y.jpg
2003,184,0.023,2000,Bad Santa,Drama,23000000,76488889,11/26/2003,91,Terry Zwigoff,7,4,27,70,14,15,282,8.7,2003,https://image.tmdb.org/t/p/w500/rfClLIyeHqpMofmrPY8DaLe4z9x.jpg
1997,160.5,0.023,2001,Austin Powers: International Man of Mystery,Science,16500000,67683989,5/2/1997,94,Jay Roach,8,5,12,51,29,11,262,8.7,1997,https://image.tmdb.org/t/p/w500/5uD4dxNX8JKFjWKYMHyOsqhi5pN.jpg
2016,240,0.013,2002,My Big Fat Greek Wedding 2,Romance,18000000,88923251,3/23/2016,94,Kirk Jones,18,11,3,37,23,23,30,5.3,2016,https://image.tmdb.org/t/p/w500/lfPqApnLVPsYfdbpSHNnHIxTdmd.jpg
1987,113.6,0.037,2004,Predator,Science,18000000,98235548,6/11/1987,107,John McTiernan,4,4,7,45,38,8,506,8.7,1987,https://image.tmdb.org/t/p/w500/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg
2004,188.9,0.027,2006,Mean Girls,Comedy,17000000,129042871,4/30/2004,97,Mark Waters,12,0,27,66,35,17,290,8.2,2004,https://image.tmdb.org/t/p/w500/fXm3YKXAEjx7d2tIWDg9TfRZtsU.jpg
1986,109.6,0.019,2008,Peggy Sue Got Married,Comedy,18000000,41382841,10/5/1986,103,Francis Ford Coppola,2,1,11,74,1,0,8,8,1986,https://image.tmdb.org/t/p/w500/nhxj5XmhWeZbWH6LP8IRenyEjbt.jpg
2013,233,0.015,2010,Blue Jasmine,Comedy,18000000,99206215,7/25/2013,98,Woody Allen,4,1,42,78,43,23,310,7.7,2013,https://image.tmdb.org/t/p/w500/nsj0RLRI10351uYMoAKPur6Derd.jpg
2006,201.6,0.032,2011,United 93,Drama,15000000,76286096,4/28/2006,111,Paul Greengrass,1,0,38,90,40,58,298,7.6,2006,https://image.tmdb.org/t/p/w500/r3mdSgsnpoi4UiUufdybhjha68t.jpg
1980,82.4,0.135,2013,The Fog,Horror,1000000,21378361,2/8/1980,89,John Carpenter,6,0,5,55,7,1,10,6.8,1980,https://image.tmdb.org/t/p/w500/gZmdq8HB8SBdOHk5XarjCZIiGGk.jpg
2011,224.9,0.032,2014,Soul Surfer,Action,18000000,47088990,4/8/2011,106,Sean McNamara,14,3,10,53,14,14,54,7.1,2011,https://image.tmdb.org/t/p/w500/xR9QrPma4XhAbaktYKj2I2Md9pU.jpg
